OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
47129,SA0052703,Karrabeal,HMSD,,1:50 000 Mapsheet - 3rd Edition /,LOCH,Adelaide,-34.83836919,138.90158987,SA,,,,****,Anderson Park (Homestead),,,,Y
47130,SA0019031,Stronsay,HMSD,,1:50 000 Mapsheet - 1st Edition /,LOCL,Adelaide,-34.81584982,138.94549076,SA,,,,****,,,,,Y
47139,SA0056425,Pooraka Post Office,BLDG,Location is approximate only to the centre of the relevant suburb.,RECH,RECD,Adelaide,-34.83129607,138.61899666,SA,,,,PLSA,,,,,Y
46629,SA0019088,Upper Hermitage,LOCB,"Originally a private subdivision of Sections 50, 54 & 5669.   Boundaries established in January 1996 for the portion within the City of Tea Tree Gully.  Portion within the Adelaide Hills Council added in October 2001.  Portion excluded and added to Lower",SD.11336 / Government Gazette 12/5/1994 / 1:50 000 Mapsheet / 1:250 000 Mapsheet / DL.6720/1993 / Government Gazette 4/1/1996 / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/04/0028 / Government Gazette 27/10/2005 / 1:50 000 Mapsheet - 3rd E,GEOG,Adelaide,-34.79371788,138.76024893,SA,,,,****,,,,,Y
46844,SA0032385,Islington Post Office,BLDG,Location is approximate to the vicinity of the islington Railway Yards and Station.,,RECH,Adelaide,-34.86508546,138.58261567,SA,,,,PLSA,,,,,Y
46848,SA0064061,Spring Grove,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-35.20486513,138.73776184,SA,,,,****,,,,,Y
46849,SA0054309,Pendower,HMSD,,1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-35.08146642,138.78503447,SA,,,,****,,,,,Y
46850,SA0019453,Salisbury Primary School,SCHL,school opened in 1893.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 /,RECD,Adelaide,-34.76892675,138.645668,SA,Minister of Education,,Located in the suburb of Salisbury,PLSA,,,,,Y
47040,SA0009179,Bradbury,LOCB,"Manning states that the name occurs in Durham, England: it's a possibly corruption of ""brimesbury"" 'where King Athelstone encamped in 937AD after the victorious battle over the Danes or more probable the battle was fought at Bramby, Lincolnshire.  Bounda","SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / Government Gazette 12/8/1999 / DEHAA.04/0232 / DEHAA.04/0159 / Government Gazette 20/11/2003 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition / Geoffrey Manning's ""Mann",GEOG,Adelaide,-35.06223585,138.72376406,SA,,,See Other Details,PLEN,,,,,Y
47042,SA0000475,Akhira,HMSD,,1:50 000 Mapsheet /,LOCH,Adelaide,-34.68925113,138.99618343,SA,,,,****,Riawara (Homestead),,,,Y
47045,SA0031488,Humbug Scrub,LOCB,Name approved by Geographical Names Board following application from the South Australian Police Department.  Portion added to include the Humbug Scrub Wildlife Sanctuary within the suburb of Humbug Scrub.,Geographical Names Board Minutes 6/2/1989 / DL.1196/1988 / Government Gazette 31/8/1988 / Government Gazette 11/7/1991 / DL.1298/1989 / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-34.72060894,138.81623079,SA,Geographical Names Board,1989/08/31,Belt of natural scub of the same name,PLSA,,,,,Y
47140,SA0008844,Adelaide Festival Centre,BLDG,"King William Road, Adelaide",General Principles of Development Control - Pg  180,RECD,Adelaide,-34.92114528,138.59672491,SA,,,,****,,,,,Y
46648,SA0024814,Fox Dam,DAM,Name as shown on map published by the Friends of Black Hill & Morialta Inc.  Name approved by the Geographical Names Advisory Committee on 09/02/1993.,DL.1097/1991 /,RECD,Adelaide,-34.89334675,138.71271673,SA,,,,****,,,Fox Hill Dam,,Y
46649,SA0052288,Yantaringa South,SUBD,"Name alteration proposed by Nomenclature Committee during the move to ""alter name of enemy origin"" in 1916. No action taken, no reason given.",LTO.83 / SGO.5894/1916 /,VART,Adelaide,-35.03506699,138.81012553,SA,,,,****,Hahndorf (portion),Hahndorf South,,,Y
46855,SA0053393,Borodino Plantation,RESV,Named by City of Tea Tree Gully on either 14/09/2004 or 30/11/2004.,DAIS.22-413/02/0051 / Government Gazette 9/12/2004 /,LOCL,Adelaide,-34.77055738,138.70277864,SA,City of Tea Tree Gully,,,****,,,,,Y
46856,SA0029106,Bonney Flat,HMSD,,1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-34.75083045,138.96758209,SA,,,,****,,,,,Y
46857,SA0052645,Globe Derby Trotting Track,RTRK,Also known as Gobe Derby Park Trotting Track.,1:10 000 Mapsheet /,VART,Adelaide,-34.79611598,138.59177692,SA,,,,****,,,See Other Details,,Y
46858,SA0019149,Wind Rush,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.94906875,138.92058827,SA,,,,****,,,,,Y
46868,SA0053951,Payneham North,SUBD,Private subdivision.  Location is approximate only.,,RECD,Adelaide,-34.89799593,138.64191583,SA,,,,****,Payneham (portion),,,,Y
47047,SA0006165,Bibaringa,LOCB,Initial proposal to use as a suburb name not proceeded with.  Subseqently created as a suburb.  Proposal by City of Munno Para to alter the western boundary to conform with the hills face boundary not proceeded with.,Government Gazette 11/7/1991 / DL.1298/1988 / Geographical Names Board Minutes 2/12/1991 / DL.6450/1964 / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-34.64020893,138.77249159,SA,Geographical Names Board,1991/07/11,Bibaringa Homestead,PLSA,,,,,Y
47164,SA0013506,Cherry Gardens,LOCB,So named because of the abundance of native cherry trees there at on time (Rodney Cockburn's 'What's in a name? Nomenclature of South Australian').  Name was a long established name for a private subdivision (originally of Section 786) in this area.  Bou,1 Inch to 1 Mile Mapsheet / Rodney Cockburn's 'What's in a name? Nomenclature of South Australian' / Government Gazette 1/12/1988 / DL.2928/1981 / Government Gazette 23/7/1992 / DL.1282/1990 / 1:100 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000,GEOG,Adelaide,-35.06484513,138.66157329,SA,,,See Other Details,****,,,Pennachowinga,,Y
46662,SA0018578,Houghton,LOCB,Originally a private subdivision of section 5519.  Boundaries created in October 2001 for the long establsihed name.  Portion excluded from Lower Hermitage and added to Houghton on 25/8/2011.,SD.11336 / Government Gazette 12/5/1994 / Withdrawn Public Maps / Survey Diagram Book / General Plan of the State / 1:50 000 Mapsheet / 1:100 000 Mapsheet / 1:250 000 Mapsheet / Captain Edmunds Map / Government Gazette 25/10/2001 / DAIS.04/0149 / 1:50 00,GEOG,Adelaide,-34.82979766,138.76007834,SA,,,Houghton-Le-Spring in Durham,PLEN,,,,,Y
46280,SA0006900,Willunga Primary School,SCHL,School opened in 1877.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-35.27084262,138.55184854,SA,Minister of Education,,,PLSA,,,,,Y
46281,SA0028534,Gum View,HMSD,,1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-35.20643462,138.6935113,SA,,,,****,,,,,Y
46282,SA0056271,Ponderosa Li,HMSD,,?,LOCL,Adelaide,-35.08189472,138.63387268,SA,,,,****,,,,,Y
46284,SA0013167,Chalk Hill,HMSD,,?,LOCL,Adelaide,-35.210983,138.55235956,SA,,,,****,,,,,Y
46285,SA0046662,Mount Barker Junction Railway Station,RSTA,31 miles south,1 Inch to 1 Mile Mapsheet / 1:100 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,RECD,Adelaide,-35.02562758,138.85777625,SA,,,,****,,,,402 m,Y
46290,SA0003893,Dingabledinga,LOCB,Unemployment Relief Council established settlement in early 1930's. Boundaries created in August 2000 for long established name.,1 Inch to 1 Mile Mapsheet / Cockburn / History Book Vol 23 Folio 35 / SD.6654 / Government Gazette 20/9/1984 / DEHAA.04/0083 / Government Gazette 31/8/2000 / 1:100 000 Mapsheet / 1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:5,GEOG,Adelaide,-35.26869349,138.62774947,SA,F De Caux,,"Abna - Meaning ""water everywhere""",AB**,,,,,Y
45799,SA0048824,Tower Hill Native Forest Reserve,FRST,Portion of Mount Crawford forest. Name approved by Surveyor-General 18/5/2000. The highest point has been used as a fire-spotting tower site since the 1950's.,DEHAA.04/0282 / Government Gazette 15/3/2001 / 1:50 000 Mapsheet-4th Edition /,RECD,Adelaide,-34.72661012,138.92489198,SA,Forestry SA,2001/03/15,See Other Details,PLSA,,,,,Y
46418,SA0030663,Hindmarsh Post Office,BLDG,,,RECD,Adelaide,-34.90661506,138.56947483,SA,,,,****,,,,,Y
45817,SA0064308,St Andrews Square,RESV,"Named by Angas, Kingscote & Todd (SA Company) circa 1847.  No longer exists",GRO.plan 410/1854 /,LOCH,Adelaide,-34.86028478,138.51933501,SA,See Other Details,,Saint Andrew,****,,,,,Y
46436,SA0022644,Enfield,SUB,Originally a private subdivision of Section 340.  In 1943 portions of the area idnetified as Enfield were added to Clearview & Broadview.,1 Mile to 1 Inch Mapsheet / 1:10 000 Mapsheet / 1:50 000 Mapsheet / History Book Volume 16 Pg 25 / DL.120/1943 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /,GEOG,Adelaide,-34.86253572,138.60442597,SA,,,A town near London,PLEN,,Poor Mans Section,,,Y
46440,SA0012015,Campbelltown Primary School,SCHL,"School opened in 1877.  Includes the former Campbelltown Junior Primary School.  The primary school has not relocted but has been administratively merged with the Charles Campbell High Schooll to create Charles Campbell College, beginning operation from",1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 / DTEI.2009/30524/01 /,RECH,Adelaide,-34.87664637,138.67005651,SA,Minister of Education,,,****,Charles Campbell College,See Other Details,,,Y
45830,SA0050733,Ocean View P-12 College,SCHL,"Formerly the Taperoo & Largs North Primary Schools, Port River Children's Centre and the Taperoo High School.  The new school site will be on the Taperoo High School campus and should be completed by 2003.",DEHAA.04/0059 /,RECD,Adelaide,-34.80489482,138.49280562,SA,Minister for Education,,Descriptive of the view,DE**,,See Other Details,,,Y
45833,SA0066871,Cudmore Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.92765578,138.50034531,SA,City of Charles Sturt,,Cudmore Terrace,PLSA,,,,,Y
45834,SA0066872,Dame Pattie Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.86104493,138.50043836,SA,City of Charles Sturt,,Dame Pattie Curcuit,PLSA,,,,,Y
45835,SA0066873,Dampier Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.90354348,138.53885093,SA,City of Charles Sturt,,Dampier Avenue,PLSA,,,,,Y
45836,SA0066874,Debney Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.92113528,138.51694682,SA,City of Charles Sturt,,,****,,,,,Y
46087,SA0032435,Ivan Franko Reserve,RESV,,DL.1253/1966 / DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.90047511,138.57044495,SA,City of Charles Sturt,1992/09/21,"Noted scientist, poet & humanitarian",PR**,,,,,Y
46088,SA0033158,Josiah Mitton Reserve,RESV,,DL.1253/1966 / DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.89783504,138.57180967,SA,City of Charles Sturt,1992/09/21,Former Mayor,PRSA,,,,,Y
46089,SA0048334,Parfitt Square,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.90110227,138.58039621,SA,City of Charles Sturt,,,****,,,,,Y
46090,SA0066876,Dotterel Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.8582816,138.49621058,SA,City of Charles Sturt,,Dotterel Drive,PLSA,,,,,Y
46091,SA0066877,Doughty Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.89393014,138.57406358,SA,City of Charles Sturt,,Doughty Street,PLSA,,,,,Y
46092,SA0066878,Drainage North Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.89722054,138.49121398,SA,City of Charles Sturt,,,DE**,,,,,Y
46093,SA0066879,Drysdale Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.85941862,138.4854303,SA,City of Charles Sturt,,Drysdale Court,PLSA,,,,,Y
46100,SA0003431,Ashton,LOCB,G. Hunt owned the section on which the subdivision is located.  Boundaries created in October 2001 for the long established name.  Portion of Basket Range added in May 2004.  Following requests from residents in 2003 a review of the locality boundaries a,SD.6654 / Government Gazette 27/6/1985 / 1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:10 000 Mapsheet / Government Gazette 25/10/2001 / DAIS.04/0149 / DAIS.22-413/04/0009 / Government Gazette 27/5/2004 / DAIS.22-413/03/0019 / Government Gazette 26/4,GEOG,Adelaide,-34.94081674,138.73697623,SA,G Hunt,,A town in England,PLEN,,,,,Y
46513,SA0025608,Gawler Racecourse Railway Station,RSTA,Station used on race days only.,1:10 000 Mapsheet / DPTI.2012/11770/01 / DTEI Points of Interest database /,RECD,Adelaide,-34.61427869,138.7370616,SA,,,,****,,,Racecourse Railway Station,,Y
45853,SA0038277,Hamel Bridge,BRDG,"Commemorates the significant and strategic gain to the Allies in 1918, World War I, of the town of Hamel and its surround. It was a well-planned Allied action on the Western Front in France to straighten the battle line was notable for the careful co-ord",DTEI.2009/29930/01 /,RECD,Adelaide,-34.6862834,138.59871094,SA,Minister for Infrastructure,,"Battle of Hamel, France",MEM*,,,,,Y
45854,SA0038266,Bakewell Underpass,TUNN,"The underpass was opened for traffic on 13 January 2008, replacing the bridge of the same name.",?,RECD,Adelaide,-34.92499073,138.57849784,SA,Minister for Infrastructure,,Bakewell Bridge,PLSA,,,,,Y
45855,SA0067701,Witton Centre,BLDG,Part of the Port Noarlunga Surf Club redevelopment.,DPTI.2012/06121/01 / City of Onkaparinga Reserves Dataset October 2012 /,LOCL,Adelaide,-35.15056049,138.46760315,SA,,,,****,,,,,Y
46106,SA0028176,Grovene,SUBD,"Private subdivision.  Name change approved by Parliament on 22/9/1927.  Now portions of the suburbs of Morphettville, camden Park and  North Plympton.","LTO Plans 2100, 2223, 2255 / L&S.687/1927 /  Governmnet Gazette 22/9/1927 /",RECH,Adelaide,-34.97123431,138.5380434,SA,,,,****,See Other Details,Morphettville Park,,,Y
46107,SA0028075,Yatala Prison Trig,TRIG,,DENR.220/1995 / Government Gazette 9/7/1998 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,GEOG,Adelaide,-34.83965624,138.63801674,SA,,,,****,,,,88 m,Y
46111,SA0031978,Inglewood Post Office,BLDG,,,RECD,Adelaide,-34.82514782,138.77145855,SA,,,,PLSA,,,,,Y
46112,SA0045284,Mirambeena,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-34.62854034,138.8931032,SA,,,,AB**,,,,,Y
45874,SA0037739,Tatachilla,LOCB,Name selected and boundaries established in 1999.,DENR.9100/1994 / Government Gazette 28/1/1999 / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.23614237,138.51116865,SA,,,Aboriginal name in the general area,AB**,,,,,Y
46126,SA0029880,Heathfield Oval,RESV,,?,LOCL,Adelaide,-35.02451597,138.71386457,SA,,,,****,,,,,Y
46549,SA0025640,Gawler River,STRM,"Name altered in 1991 to agree with long established local usage.  The question of who named this river is open to discussion, as detailed.    1. 'Colonel William Light - The Discovery and Exploration of the Barossa Range by Colonel William Light - 1837'","History Book Volume 36 Folio 15 / ""History of South Australia"" by Hodder,Chapter 16 pg 117 / ""South Australian Exploration to 1856"" by Gwenneth Williams (Tinline Scholar, Adelaide University) pg 37 / Mortlock Library Reference z pam 919.4232042  l 723.l",GEOG,Adelaide,-34.67654536,138.47239749,SA,,,Governor Gawler,PRSA,,,See Other Details,,Y
46550,SA0025607,Gawler Racecourse,RTRK,,1:10 000 Mapsheet / DTEI.2009/29930/01 / Government Gazette 1/9/2011 / DTEI Points of Interest database /,LOCL,Adelaide,-34.6169387,138.73966159,SA,,,,****,,,,,Y
46553,SA0022057,Edwardstown West Post Office,BLDG,Exact location not established.,DL.3/1967 /,RECH,Adelaide,-34.98163455,138.56507354,SA,Postmaster General,,,****,,,,,Y
45879,SA0066875,Devonshire Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.91110303,138.51011251,SA,City of Charles Sturt,,Devonshire Avenue,PLSA,,,,,Y
45880,SA0066857,Carrondown Walkway,ROAD,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.89475867,138.57547101,SA,City of Charles Sturt,,Carrondown Walk,PLSA,,,,,Y
45881,SA0066858,Cheadle Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.92154602,138.51028101,SA,City of Charles Sturt,,Cheadle Street,PLSA,,,,,Y
45882,SA0066859,Cheltenham Community Centre,BLDG,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.86765071,138.52412369,SA,,,Cheltenham,PLSA,,,,,Y
45883,SA0066862,Clare Street Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.86226599,138.53996701,SA,City of Charles Sturt,,Clare Street,PLSA,,,,,Y
45884,SA0066863,Clarice Sutherland Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.87464639,138.51304053,SA,City of Charles Sturt,,Clarice Sutherland,PR**,,,,,Y
45885,SA0066864,Condon Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.85341658,138.53080966,SA,City of Charles Sturt,,Condon Street,PLSA,,,,,Y
45886,SA0066865,Corcoran Reserve,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.87368831,138.49127935,SA,City of Charles Sturt,,Corcoran Drive,PLSA,,,,,Y
45887,SA0066868,Coxswain Reserve North,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.88130328,138.48461216,SA,City of Charles Sturt,,,****,,,,,Y
45888,SA0066869,Coxswain Reserve South,RESV,,DPTI.2012/11770/01 / City of Charles Sturt Reserves Dataset January 2013 /,LOCL,Adelaide,-34.88418548,138.48519451,SA,City of Charles Sturt,,,****,,,,,Y
46138,SA0005029,Barton Vale,SUBD,Private subdivision of part sections 340 & 341.  See also Barton Vale Homestead build by early settlers & Martindale Hall,,RECH,Adelaide,-34.86348569,138.60229593,SA,,,,****,Enfield (portion),,,,Y
46141,SA0052928,Padua Park,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-34.80531088,139.035222,SA,,,,****,,,,,Y
46519,SA0026836,Golden Meadows,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.57366998,138.83220338,SA,,,,****,,,,,Y
46499,SA0050285,Noarlunga College of TAFE,SCHL,Renamed together with the Barker and Kingston Colleges of TAFE as the Onkaparinga Institute of Vocational Education.,DL.6713/1993 /,RECH,Adelaide,-35.14175278,138.49515005,SA,,,,****,Onkaparinga College Tafe,,,,Y
45894,SA0048753,Banksia Park International High School,SCHL,Alteration of name approved by Minister for Education & Children's Services for implementation on 24 July 2000 (3rd school term).,DEHAA.04/0059 /,RECD,Adelaide,-34.81614736,138.72544816,SA,Minister of Education,2000/05/14,Located in the suburb of Banksia Park,PLSA,,Banksia Park High School,,,Y
